image_id,id,caption
193110,178748,A young girl cross country skis through the field by the trees on a sunny day.
531179,228354,A bird sitting on an outdoor chair with people in the background.
342017,331403,A baseball player swinging a bat at a ball.
272647,173401,An office desk with a bookshelf above it
510096,241989,Two skiers are headed downhill in front of a ski lift.
82860,815192,a close up of a pair of scissors 
495100,156104,"A baseball player throws a baseball on a field
"
65643,24024,Heavy traffic traveling down a busy street next to a pink building.
5156,554914,A man flies a large kit in front of a tree.
518122,199065,A brown horse is grazing by a mountain range.
439386,46901,A tennis player reaches with her racket to hit a tennis ball 
520924,733004,A counter top that has a mug on it. 
313609,186771,A man pouring wine into a glass for someone.
533179,702942,A bunch of luggage is gathered together on the floor. 
391595,207063,A happy woman wearing a coat and using umbrella. 
360397,683756,An old bus is driving along down a street lined with trees.
399382,807733,A pastry on a plate lies on a table.
369296,765589,Group of cows sitting next to each other outside rural home.
452459,564486,A bedroom with a desk and stairs to the bed.
135126,233490,A long beaked bird is waiting in the grass. 
557343,116488,a group of people wearing back packs walking on a road near a building
147710,361865,A young boy is gripping the red luggage bag behind two others. 
375425,258108,"A kitchen that has a stove top and sink, along with lower cabinets and a shelf."
389011,195768,"Apples, bananas and other foods on a table"
563270,626707,A male child staring in front of a laptop outside.
403692,301613,Lit up clock at night on the outside of a pub
67936,214551,There are young adults gathered in a kitchen as one of them is cooking something on the stove.
185326,298529,A mirror with a teddy bear and a cassette tape in reflection.
448969,389585,There is a man with a tennis racket on the court
477226,257089,"A shelf with a can of soda, deodorant and a vase."
165169,538471,A red train passes by a european village in the mountains.
194030,74899,A dog laying on a blanket on top of a couch.
576816,101892,A woman sitting on a couch with stuffed animals.
123184,451756,A person in a helmet is standing next to a motorcycle.
35771,813916,A man with a video game remote control in his hand in front of a television. 
438978,314397,a large passenger airplane sitting at an airport
161835,823643,This is a bowl with bananas in it and two candles to the left of it.
66691,790432,The outside dining area sports a row of red chairs.
267417,810669,Two girls sitting on some grass looking at something in the grass.
546242,652369,A couple of benches sitting in the middle of a train station.
311991,792066,a variety of doughnuts inside of a box
87216,474326,Four birds sitting on a bench bolted to a brick road.
130914,152675,A large passenger jet flying over a freeway filled with traffic.
573568,325043,A person on skis falling down a snowy slope.
410571,5494,A man with a large smile on his face holding a fork in front of a chocolate cake
577221,21206,A row of pizza pies ready to be served.
261597,578787,The motorcycle is in the garage by the flag
486361,318652,A black and white cat is resting on a cupboard.
6140,97190,A woman talks on a cell phone next to a pool.
121184,580941,a large pizza is sitting on a wooden cutting board
166254,388991,A man standing over a table with some food.
245757,530809,"A couch, a corner light, a chair, computer chair and desk in a small room."
73374,200245,a person on skis going down a snowy hill
433262,349395,A woman in yellow bikini walking on beach with a frisbee.
219228,829571,An old war-type aircraft flying upside down on an overcast day
134846,188145,A black bear walks in front of a tree in a forest.
559651,808728,A view of a bunch of food on a green plate.
504606,729135,An older woman eats a sandwich and drinks a diet coke.
24518,401955,a man sitting down holding a wii controller
202326,451679,there are many oranges and green bananas on a wall
14219,370405,The people at the station are waiting for a train.
411400,427019,"A bathroom with a sink, toilet, mirror and a wall phone."
537152,148653,A young boy with his skate board at the park.
4477,338837,A baby elephant holding it's trunk out on a dirt ground.
447913,502449,"A girl sitting with a hello kitty mug, stuffed animals, and a red umbrella."
297069,143099,a boy on a skateboard is jumping on to a wall
44782,258427,People stand next to a sign pointing different directions. 
313556,311839,two people on a city street with open umbrellas
256930,454336,four colorful vases of different types are sitting on a shelf.
36292,521671,A plate with a variety of veggies on top of a table
548731,341794,Stop sign in front of a construction site. 
203497,249713,a person holding a stuffed animal sitting down
42529,203390,a car parked in a parking lot with a clock tower in the background
435218,170745,A decorated kitchen with modern appliances and cabinets.
178708,475017,Large hereon flying over a body of water. 
462519,737727,a couple of zebras stand on top of a rocky hill
281230,301953,a man standing at the beach in the water holding a kite
239784,604531,Several people drinking shots of liquor while another tapes it.
268774,406609,A large bus and cars on a city street.
541313,65724,A woman in an office talking on her phone behind a screen.
161006,497804,THERE IS A HORSE THAT IS IN THE STREET 
214319,573267,Van with a popped up top parked next to water.
251789,680154,Two women stand before an open umbrella and a clock.
490665,176384,A rack is filled with bunches of bananas that are for sale.
24730,295623,People are situated for skiing with poles in their hands.
109591,368708,A series of pictures showing cats and a stuffed teddy bear.
404852,588219,Women with umbrellas walking down a crowded sidewalk.
56519,432998,Women outside holding cell phone taking picture with man watching her.
188154,730858,A person that is snow skiing down a hill.
377960,350175,"Various colored roses wilting in a large, clear, vase."
163292,491430,A woman holding a white umbrella in front of blue curtains.
113561,591684,A woman holds her phone while sitting in front of an alcoholic beverage.
335566,279788,"Two Zebras are looking on, unaware their picture is being taken. "
555273,280512,A living room with multiple couches and a glass dining table.
336353,783908,Two brown dogs lying on a burgundy comforter.
243625,276865,A view of the city at night on the highway. 
190572,119350,A dog and a cat trying to fit between the wall and a dresser.
468132,247549,a cat sitting on a window sill while looking outside 
269798,350320,A giraffe standing in a lush green field next to a bunch of trees.
28263,636650,"A pizza on a white plate, spoon and knife on the table"
559642,316245,a stuffed  zebra on display accompanied by a smaller unidentifiable animal
447363,688776,A pizza with a bunch of different kinds of slices on it.
